terreno,construccion,recamaras,banos,estacionamientos,ubicacion,precio,anio_construct,tipo
987.0,43.0,,,30,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$5,262,913 MXN",2023,departamento
184.3,222.6,3,3,2,"Pueblo Nuevo Bajo, La Magdalena Contreras, Ciudad De México 10640, México.","$4,780,000 MXN",2012,casa-en-condominio
69.0,69.0,2,1,1,"El Rosario, Azcapotzalco, Ciudad De México 02100, México.","$1,350,000 MXN",1977,departamento
296.0,430.0,12,6,0,"San Miguel, Iztapalapa, Ciudad De México 09360, México.","$4,350,000 MXN",1996,regular
107.0,107.0,2,2,1,"Portales Norte, Benito Juárez, Ciudad De México 03303, México.","$4,800,000 MXN",30,Cerámica
129.0,105.0,3,2,2,"El Yaqui, Cuajimalpa De Morelos, Ciudad De México 05320, México.","$7,975,650 MXN",2024,Porcelanato
313.2,428.5,6,5,0,"Santa María Tepepan, Xochimilco, Ciudad De México 16020, México.","$6,500,000 MXN",40,casa
54.0,54.0,2,1,1,"Chimalcoyotl, Tlalpan, Ciudad De México 14630, México.","$2,445,493 MXN",2024,Loseta
105.0,105.0,2,1,1,"Nochebuena, Benito Juárez, Ciudad De México 03720, México.","$3,990,000 MXN",1988,departamento
56.0,70.0,4,2,0,"Santa Cruz Xochitepec, Xochimilco, Ciudad De México 16100, México.","$998,000 MXN",40,departamento
45.0,45.0,2,1,0,"Culhuacán CTM Obrero Secc. 8, Coyoacán, Ciudad De México 04909, México.","$1,900,000 MXN",1994,departamento
71.0,204.0,4,2,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$7,900,000 MXN",15,regular
134.0,253.0,4,4,2,"Agrícola Pantitlan, Iztacalco, Ciudad De México 08100, México.","$5,400,000 MXN",2004,casa
110.0,110.0,3,2,1,"Pedregal Del Lago, Tlalpan, Ciudad De México 14110, México.","$3,390,000 MXN",40,departamento
75.0,170.0,4,3,2,"Lomas Estrella, Iztapalapa, Ciudad De México 09890, México.","$4,850,000 MXN",30,casa-en-condominio
503.0,487.0,5,5,5,"Torres Lindavista, Gustavo A. Madero, Ciudad De México 07708, México.","$25,000,000 MXN",2000,casa
157.0,136.0,3,2,2,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$7,700,000 MXN",2021,irregular
75.0,75.0,2,1,0,"Moctezuma 2a Secc., Venustiano Carranza, Ciudad De México 15530, México.","$2,400,000 MXN",10,regular
795.1,594.0,4,4,4,"Jardines Del Pedregal, Alvaro Obregón, Ciudad De México 01900, México.","$18,960,000 MXN",1978,regular
75.0,75.0,2,1,0,"Culhuacán CTM Obrero Secc. 6, Coyoacán, Ciudad De México 04480, México.","$1,850,000 MXN",1990,Loseta de cerámica
90.1,93.8,2,2,1,"Condesa, Cuauhtémoc, Ciudad De México 06140, México.","$6,420,000 MXN",2023,regular
90.1,93.8,2,2,1,"Condesa, Cuauhtémoc, Ciudad De México 06140, México.","$6,440,000 MXN",2023,regular
90.1,93.8,2,2,1,"Condesa, Cuauhtémoc, Ciudad De México 06140, México.","$6,480,000 MXN",2023,regular
56.0,200.4,3,3,2,"Tetelpan, Alvaro Obregón, Ciudad De México 01700, México.","$6,250,000 MXN",8,penthouse
14.4,68.0,2,2,1,"Portales, Benito Juárez, Ciudad De México 03300, México.","$3,300,000 MXN",2017,regular
120.0,82.0,3,1,2,"Alianza Popular Revolucionaria Fovissste, Coyoacán, Ciudad De México 04800, México.","$5,700,000 MXN",24,regular
62.8,62.8,3,1,1,"Independencia, Benito Juárez, Ciudad De México 03630, México.","$3,300,000 MXN",19,Porcelanato
56.0,56.0,2,1,1,"Santa María La Ribera, Cuauhtémoc, Ciudad De México 06400, México.","$2,250,000 MXN",1983,regular
148.0,350.0,2,5,2,"Bosques De Las Lomas, Miguel Hidalgo, Ciudad De México 11700, México.","$9,550,000 MXN",2005,regular
43.0,43.0,1,1,0,"Progreso Nacional Amp, Gustavo A. Madero, Ciudad De México 07650, México.","$1,600,000 MXN",1968,departamento
86.6,89.4,3,2,2,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$5,400,000 MXN",2023,regular
63.2,139.4,2,2,2,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$5,500,000 MXN",2023,regular
68.1,139.7,2,2,2,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$5,600,000 MXN",2023,regular
88.7,107.0,3,2,2,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$6,480,000 MXN",2023,regular
197.7,440.0,6,3,3,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$11,000,000 MXN",1969,regular
63.4,63.4,1,1,0,"Nápoles, Benito Juárez, Ciudad De México 03810, México.","$2,800,000 MXN",50,Parquet y Mosaico
327.4,341.9,4,4,6,"Lomas De Guadalupe, Alvaro Obregón, Ciudad De México 01720, México.","$13,600,000 MXN",26,casa
77.0,77.0,2,2,1,"San Francisco Culhuacán, Coyoacán, Ciudad De México 04260, México.","$2,700,000 MXN",19,departamento
168.0,346.0,6,3,3,"Cuajimalpa, Cuajimalpa De Morelos, Ciudad De México 05000, México.","$12,900,000 MXN",1993,regular
246.0,246.0,3,3,2,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$6,960,000 MXN",2017,departamento
270.0,307.0,3,2,6,"La Fama, Tlalpan, Ciudad De México 14269, México.","$7,550,000 MXN",15,casa-en-condominio
160.0,149.0,3,2,2,"San Juan Tepepan, Xochimilco, Ciudad De México 16020, México.","$4,980,000 MXN",32,casa
85.0,85.0,2,2,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$5,709,202 MXN",2025,departamento
124.5,124.5,2,2,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$7,865,856 MXN",2025,departamento
62.0,62.0,2,1,0,"Valle De San Lorenzo, Iztapalapa, Ciudad De México 09970, México.","$950,000 MXN",2008,regular
57.0,57.0,2,1,1,"Valle Gómez, Cuauhtémoc, Ciudad De México 06240, México.","$1,980,000 MXN",2019,departamento
80.0,80.0,2,2,2,"Del Valle Centro, Benito Juárez, Ciudad De México 03001, México.","$6,000,000 MXN",2023,regular
360.0,520.0,6,6,3,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$19,900,000 MXN",1975,regular
360.0,520.0,6,6,3,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$19,900,000 MXN",1975,regular
71.0,71.0,3,1,1,"San Nicolás Tolentino, Iztapalapa, Ciudad De México 09850, México.","$2,000,000 MXN",1984,Loseta
"1,205.0",580.0,4,4,7,"Lomas Altas, Miguel Hidalgo, Ciudad De México 11950, México.","$30,500,000 MXN",46,regular
206.0,142.0,4,1,2,"Hogar Y Redención, Alvaro Obregón, Ciudad De México 01450, México.","$5,350,000 MXN",1985,casa
187.0,247.0,4,3,2,"Campestre Churubusco, Coyoacán, Ciudad De México 04200, México.","$6,650,000 MXN",45,regular
271.0,276.0,3,4,3,"Jardines Del Ajusco, Tlalpan, Ciudad De México 14200, México.",A consultar,2010,regular
307.0,237.7,3,3,3,"San Nicolás Totolapan, La Magdalena Contreras, Ciudad De México 10900, México.","$7,500,000 MXN",1984,regular
281.0,479.6,7,8,2,"San Francisco Culhuacán, Coyoacán, Ciudad De México 04260, México.","$8,200,000 MXN",40,Granito y Cerámica
71.0,71.0,2,2,2,"Postal, Benito Juárez, Ciudad De México 03410, México.","$4,387,000 MXN",8,Loseta
48.0,48.0,2,1,1,"Granjas Estrella, Iztapalapa, Ciudad De México 09890, México.","$1,065,000 MXN",2001,Laminado
64.0,64.0,2,2,1,"San Pedro De Los Pinos, Alvaro Obregón, Ciudad De México 01180, México.","$3,829,753 MXN",2021,Porcelanato
62.0,62.0,2,1,1,"Lago Norte, Miguel Hidalgo, Ciudad De México 11460, México.","$2,800,000 MXN",2012,regular
408.0,826.0,4,3,2,"Fuentes Del Pedregal, Tlalpan, Ciudad De México 14140, México.","$22,000,000 MXN",1984,casa
60.0,60.0,2,2,1,"San José Insurgentes, Benito Juárez, Ciudad De México 03900, México.","$3,298,500 MXN",2014,departamento
149.0,380.0,3,4,2,"San José Insurgentes, Benito Juárez, Ciudad De México 03900, México.","$15,200,000 MXN",22,regular
127.0,182.0,4,4,2,"Lomas De Vista Hermosa, Cuajimalpa De Morelos, Ciudad De México 05100, México.","$4,990,000 MXN",1998,casa
424.0,475.0,4,2,8,"Alamos, Benito Juárez, Ciudad De México 03400, México.","$17,990,000 MXN",70,"Alfombra, Loseta"
58.8,58.8,2,1,1,"Buenavista, Cuauhtémoc, Ciudad De México 06350, México.","$1,900,000 MXN",2010,Loseta
385.0,508.0,4,4,5,"Pedregal De San Francisco, Coyoacán, Ciudad De México 04320, México.","$26,900,000 MXN",6,regular
98.0,240.0,3,3,2,"La Joya, Tlalpan, Ciudad De México 14090, México.","$6,985,000 MXN",2013,casa
189.0,239.0,2,1,2,"El Caracol, Coyoacán, Ciudad De México 04739, México.","$3,995,000 MXN",1987,casa
60.0,60.0,2,1,0,"San Pedro Xalpa, Azcapotzalco, Ciudad De México 02710, México.","$1,500,000 MXN",20,departamento
230.0,276.0,3,2,2,"Axomiatla, Alvaro Obregón, Ciudad De México 01820, México.","$8,800,000 MXN",1994,casa
22.7,56.6,2,1,1,"Moctezuma 1a Secc., Venustiano Carranza, Ciudad De México 15500, México.","$2,150,000 MXN",2020,regular
142.4,325.0,3,3,2,"Industrial, Gustavo A. Madero, Ciudad De México 07800, México.","$8,000,000 MXN",1990,regular
303.4,289.0,3,3,3,"Bosques De Tarango, Alvaro Obregón, Ciudad De México 01580, México.","$10,800,000 MXN",1999,irregular
51.5,51.5,2,1,1,"San Rafael, Cuauhtémoc, Ciudad De México 06470, México.","$2,500,000 MXN",2006,Loseta
121.0,241.0,5,2,1,"San Miguel Teotongo Secc. Torres, Iztapalapa, Ciudad De México 09630, México.","$2,500,000 MXN",35,ceramica
112.2,112.2,2,2,2,"Narvarte Oriente, Benito Juárez, Ciudad De México 03023, México.","$5,800,000 MXN",2018,penthouse
63.0,63.0,2,1,1,"Nativitas, Benito Juárez, Ciudad De México 03500, México.","$2,495,000 MXN",2014,regular
320.0,245.0,4,3,3,"Puente De Piedra, Tlalpan, Ciudad De México 14049, México.","$7,200,000 MXN",20,regular
105.0,105.0,2,2,1,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.","$6,100,000 MXN",2018,departamento
141.6,254.5,3,3,0,"Presidentes 2a Secc. Reacomodo, Alvaro Obregón, Ciudad De México 01299, México.","$4,200,000 MXN",1994,casa
59.0,59.0,2,1,1,"Atlampa, Cuauhtémoc, Ciudad De México 06450, México.","$1,700,000 MXN",2000,departamento
90.0,90.0,3,2,1,"Jamaica, Venustiano Carranza, Ciudad De México 15800, México.","$3,400,000 MXN",2015,regular
53.4,64.0,2,1,0,"Lindavista Vallejo, Gustavo A. Madero, Ciudad De México 07720, México.","$1,280,000 MXN",1982,Cemento
52.0,150.0,3,2,2,"Gral. Pedro María Anaya, Benito Juárez, Ciudad De México 03340, México.","$6,000,000 MXN",2016,casa-en-condominio
59.0,59.0,2,1,2,"Granjas Coapa, Tlalpan, Ciudad De México 14330, México.","$2,690,000 MXN",1980,MADERA NATURAL Y CERÁMICA
140.0,97.0,3,2,2,"Xoco, Benito Juárez, Ciudad De México 03330, México.","$5,990,000 MXN",6,regular
246.0,316.0,3,3,4,"Rincón De Las Hadas, Tlalpan, Ciudad De México 14390, México.","$10,750,000 MXN",1991,Varios
126.0,250.0,3,3,2,"Escuadrón 201, Iztapalapa, Ciudad De México 09060, México.","$4,950,000 MXN",1985,Loseta
242.0,139.0,3,1,3,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$8,490,000 MXN",55,casa
206.0,206.0,3,2,1,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$8,500,000 MXN",40,Azulejo
201.0,469.0,6,2,3,"San Felipe De Jesús, Gustavo A. Madero, Ciudad De México 07510, México.","$7,300,000 MXN",41,Loseta y mármol con granito
184.0,353.0,6,3,3,"Valle Gómez, Venustiano Carranza, Ciudad De México 15210, México.","$4,800,000 MXN",65,Mosaico
153.0,174.0,4,2,2,"Vallejo, Gustavo A. Madero, Ciudad De México 07870, México.","$5,100,000 MXN",1973,casa
63.0,63.0,2,1,0,"Culhuacán CTM Obrero Secc. 8, Coyoacán, Ciudad De México 04909, México.","$1,470,000 MXN",34,departamento
148.8,268.0,5,4,1,"Estrella, Gustavo A. Madero, Ciudad De México 07810, México.","$7,200,000 MXN",1970,casa
55.0,55.0,2,1,1,"San Pablo Xalpa, Azcapotzalco, Ciudad De México 02110, México.","$1,360,000 MXN",35,departamento
245.0,276.0,4,1,3,"Guadalupe Insurgentes, Gustavo A. Madero, Ciudad De México 07870, México.","$8,250,000 MXN",1978,regular
319.0,424.0,3,5,3,"Florida, Alvaro Obregón, Ciudad De México 01030, México.","$20,250,000 MXN",2014,casa
319.0,424.0,3,5,3,"Florida, Alvaro Obregón, Ciudad De México 01030, México.","$20,250,000 MXN",2014,casa-en-condominio
251.0,258.4,8,8,0,"Pedregal De San Nicolás 4a Secc., Tlalpan, Ciudad De México 14100, México.","$4,500,000 MXN",2021,regular
42.5,148.2,3,2,2,"La Araña, Alvaro Obregón, Ciudad De México 01510, México.","$2,990,000 MXN",2014,regular
998.0,593.7,6,5,6,"Lomas De Chapultepec, Miguel Hidalgo, Ciudad De México 11000, México.","$86,534,567 MXN / $4,499,000 USD",1987,regular
"1,024.4",980.0,5,3,6,"Bosques De Las Lomas, Miguel Hidalgo, Ciudad De México 11700, México.","$40,000,000 MXN",1997,casa
147.0,306.0,7,3,2,"Constitución De La República, Gustavo A. Madero, Ciudad De México 07469, México.","$4,460,000 MXN",1989,mozaico
61.4,61.4,2,2,2,"Portales Oriente, Benito Juárez, Ciudad De México 03570, México.","$3,380,000 MXN",2022,departamento
80.0,80.0,2,1,2,"Ex Ejido San Pablo Tepetlapa, Coyoacán, Ciudad De México 04900, México.","$1,800,000 MXN",1986,Cemento
55.3,83.0,2,1,0,"Tepeyac Insurgentes, Gustavo A. Madero, Ciudad De México 07020, México.","$3,000,000 MXN",1974,regular
91.0,91.0,3,1,1,"Tlacoquemécatl Del Valle, Benito Juárez, Ciudad De México 03200, México.","$3,650,000 MXN",30,departamento
120.0,142.0,3,2,1,"Jardín Balbuena, Venustiano Carranza, Ciudad De México 15900, México.","$5,950,000 MXN",1961,regular
127.0,127.0,3,2,1,"San Angel Inn, Alvaro Obregón, Ciudad De México 01060, México.","$5,900,000 MXN",35,Madera
28.7,67.0,2,1,1,"Federal, Venustiano Carranza, Ciudad De México 15700, México.","$2,750,000 MXN",2021,regular
86.0,86.0,2,2,1,"Xoco, Benito Juárez, Ciudad De México 03330, México.","$4,390,000 MXN",2018,departamento
108.0,108.0,2,3,1,"Fuentes Del Pedregal, Tlalpan, Ciudad De México 14140, México.","$3,360,000 MXN",1984,departamento
423.0,352.0,5,3,6,"Vértiz Narvarte, Benito Juárez, Ciudad De México 03600, México.","$21,000,000 MXN",1984,casa
160.0,102.0,3,2,2,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$5,500,000 MXN",5,departamento
212.0,310.0,3,3,3,"Casas Alemán Amp, Gustavo A. Madero, Ciudad De México 07580, México.","$7,200,000 MXN",30,irregular
90.0,173.0,6,2,0,"Los Picos De Iztacalco Secc. 2a, Iztacalco, Ciudad De México 08760, México.","$2,290,000 MXN",48,loseta
400.0,417.0,5,5,4,"Cuadrante De San Francisco, Coyoacán, Ciudad De México 04320, México.","$20,900,000 MXN",2002,regular
171.0,280.0,3,2,0,"Año De Juárez, Iztapalapa, Ciudad De México 09780, México.","$3,700,000 MXN",1990,Loseta
910.0,663.8,5,5,4,"Residencial Zacatenco, Gustavo A. Madero, Ciudad De México 07369, México.","$25,000,000 MXN",37,casa
407.0,601.0,4,4,4,"Colinas Del Bosque, Tlalpan, Ciudad De México 14608, México.","$21,200,000 MXN",9,regular
59.7,59.7,2,1,0,"Lomas De San Lorenzo, Iztapalapa, Ciudad De México 09780, México.","$980,000 MXN",1996,regular
116.0,120.0,3,2,2,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$5,450,000 MXN",3,regular
245.0,256.0,4,2,2,"Los Reyes, Tláhuac, Ciudad De México 13080, México.","$2,600,000 MXN",1997,Loseta
555.8,278.0,3,4,3,"San Mateo Tlaltenango, Cuajimalpa De Morelos, Ciudad De México 05600, México.","$10,900,000 MXN",1994,regular
117.0,117.0,3,2,2,"Xotepingo, Coyoacán, Ciudad De México 04610, México.","$4,510,000 MXN",2019,departamento
250.0,495.0,4,3,4,"Paseos De Taxqueña, Coyoacán, Ciudad De México 04250, México.","$12,800,000 MXN",1983,casa
361.0,427.0,3,4,3,"Lomas De Las Aguilas, Alvaro Obregón, Ciudad De México 01730, México.","$11,900,000 MXN",1,Loseta y Madera
360.0,320.0,4,5,3,"Lomas De Guadalupe, Alvaro Obregón, Ciudad De México 01720, México.","$9,000,000 MXN",1980,regular
130.0,65.0,2,2,2,"San Pedro De Los Pinos, Benito Juárez, Ciudad De México 03800, México.","$4,450,000 MXN",2011,regular
180.0,170.0,3,3,2,"Moctezuma 2a Secc., Venustiano Carranza, Ciudad De México 15530, México.","$5,590,000 MXN",1994,regular
180.0,176.0,4,2,2,"Moderna, Benito Juárez, Ciudad De México 03510, México.","$6,900,000 MXN",1967,casa
153.0,153.0,3,3,2,"Romero Rubio, Venustiano Carranza, Ciudad De México 15400, México.","$3,500,000 MXN",1987,regular
109.0,109.0,2,2,2,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$4,940,000 MXN",6,departamento
63.5,63.5,2,2,1,"Niños Héroes De Chapultepec, Benito Juárez, Ciudad De México 03440, México.","$2,800,000 MXN",12,Loseta
66.5,66.5,2,2,1,"Niños Héroes De Chapultepec, Benito Juárez, Ciudad De México 03440, México.","$2,900,000 MXN",12,Loseta
28.8,185.6,2,2,2,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$4,990,000 MXN",2,departamento
63.0,125.0,3,2,2,"Jesús Del Monte, Cuajimalpa De Morelos, Ciudad De México 05260, México.","$3,750,000 MXN",1991,regular
155.0,165.0,3,2,2,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$8,499,000 MXN",1988,regular
164.0,99.0,2,2,2,"Ex-Hacienda Coapa, Coyoacán, Ciudad De México 04980, México.","$6,290,000 MXN",2019,Baldosa efecto madera
51.0,51.0,2,1,0,"Zona Centro, Venustiano Carranza, Ciudad De México 15100, México.","$680,000 MXN",30,regular
244.0,244.0,3,3,2,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$7,700,000 MXN",1989,regular
210.0,302.0,,,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$16,000,000 MXN",35,casa
186.0,358.0,4,3,2,"Jardín Balbuena, Venustiano Carranza, Ciudad De México 15900, México.","$8,900,000 MXN",46,regular
139.0,210.0,4,2,2,"Lomas De Zaragoza, Iztapalapa, Ciudad De México 09620, México.","$3,900,000 MXN",2004,casa
112.0,112.0,2,2,2,"Jardines Del Pedregal, Alvaro Obregón, Ciudad De México 01900, México.","$8,600,000 MXN",2023,regular
35.0,205.4,2,2,3,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$5,850,000 MXN",13,departamento
100.0,100.0,3,2,2,"Nápoles, Benito Juárez, Ciudad De México 03810, México.","$5,650,000 MXN",20,departamento
165.0,165.0,3,2,2,"Del Valle Sur, Benito Juárez, Ciudad De México 03001, México.","$6,000,000 MXN",38,regular
132.0,132.0,3,2,1,"Portales Sur, Benito Juárez, Ciudad De México 03300, México.","$3,200,000 MXN",1962,departamento
77.0,77.0,1,1,0,"Centro De La Ciudad De México Area 4, Cuauhtémoc, Ciudad De México 06040, México.","$2,750,000 MXN",1975,regular
108.0,108.0,3,2,2,"Fuentes De Tepepan, Tlalpan, Ciudad De México 14643, México.","$4,499,000 MXN",2016,regular
80.0,85.0,2,2,1,"Lomas De Tarango, Alvaro Obregón, Ciudad De México 01620, México.","$2,500,000 MXN",2004,regular
254.0,244.0,5,3,1,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$13,000,000 MXN",1974,regular
75.0,75.0,2,2,2,"Xoco, Benito Juárez, Ciudad De México 03330, México.","$4,389,000 MXN",2019,Madera
66.0,66.0,2,2,2,"Del Gas Amp, Azcapotzalco, Ciudad De México 02970, México.","$2,900,000 MXN",2020,departamento
150.0,99.0,3,2,4,"Desarrollo Urbano Quetzalcóatl, Iztapalapa, Ciudad De México 09700, México.","$2,260,000 MXN",1983,regular
602.0,602.0,4,3,4,"Fuentes Del Pedregal, Tlalpan, Ciudad De México 14140, México.","$15,800,000 MXN",1994,penthouse
991.3,772.8,4,4,4,"Parque San Andrés, Coyoacán, Ciudad De México 04040, México.","$31,200,000 MXN",1956,regular
213.0,316.0,1,2,1,"Villa De Cortes, Benito Juárez, Ciudad De México 03530, México.","$8,100,000 MXN",2016,casa
540.0,602.0,5,4,5,"Pedregal De San Francisco, Coyoacán, Ciudad De México 04320, México.","$28,000,000 MXN",50,regular
198.0,246.0,5,3,3,"Niño Jesús, Coyoacán, Ciudad De México 04330, México.","$6,600,000 MXN",18,regular
225.0,221.0,5,2,2,"Los Cedros, Coyoacán, Ciudad De México 04800, México.","$9,459,000 MXN",2014,casa
73.4,73.4,2,1,0,"Jardín Balbuena, Venustiano Carranza, Ciudad De México 15900, México.","$2,500,000 MXN",1994,regular
37.1,37.1,1,1,1,"Granada Amp, Miguel Hidalgo, Ciudad De México 11529, México.","$3,288,083 MXN / $170,950 USD",2024,departamento
122.0,209.0,3,2,1,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$10,990,000 MXN",20,regular
156.7,200.8,4,2,0,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$5,500,000 MXN",1991,casa
206.7,352.6,4,4,2,"Viaducto Piedad, Iztacalco, Ciudad De México 08200, México.","$6,900,000 MXN",1969,regular
157.0,542.0,8,5,2,"Agrícola Oriental, Iztacalco, Ciudad De México 08500, México.","$9,950,000 MXN",40,Porcelanato
152.0,152.0,3,2,2,"Polanco Chapultepec, Miguel Hidalgo, Ciudad De México 11560, México.","$17,000,000 MXN",,Lozetas
163.0,177.0,5,3,3,"San Miguel, Iztacalco, Ciudad De México 08650, México.","$3,850,000 MXN",1995,casa
154.0,154.0,3,3,2,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.","$9,100,000 MXN",,departamento
78.0,78.0,2,2,2,"San Pedro Xalpa, Azcapotzalco, Ciudad De México 02710, México.","$2,800,000 MXN",2009,departamento
211.4,146.7,,,0,"Clavería, Azcapotzalco, Ciudad De México 02080, México.","$5,400,000 MXN",1960,casa
220.0,282.0,3,2,4,"San Mateo Tlaltenango, Cuajimalpa De Morelos, Ciudad De México 05600, México.","$5,400,000 MXN",1999,regular
168.0,168.0,3,3,2,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.","$9,490,000 MXN",,departamento
154.0,154.0,3,3,2,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.","$8,990,000 MXN",,departamento
320.0,320.0,3,3,3,"Polanco III Sección, Miguel Hidalgo, Ciudad De México 11591, México.","$29,812,976 MXN / $1,550,000 USD",1993,irregular
160.0,250.0,4,3,3,"La Pradera, Gustavo A. Madero, Ciudad De México 07500, México.","$4,990,000 MXN",20,regular
124.0,240.0,4,2,2,"Colonial Iztapalapa, Iztapalapa, Ciudad De México 09270, México.","$6,300,000 MXN",39,Loseta
149.0,294.0,5,4,3,"La Joya, Gustavo A. Madero, Ciudad De México 07890, México.","$5,400,000 MXN",1970,regular
117.6,117.6,2,2,2,"El Contadero, Cuajimalpa De Morelos, Ciudad De México 05500, México.","$6,900,000 MXN",,Lozetas
71.0,71.0,2,1,0,"Nonoalco Tlatelolco, Cuauhtémoc, Ciudad De México 06900, México.","$1,790,000 MXN",1965,regular
218.0,420.0,3,2,0,"Campestre Aragón, Gustavo A. Madero, Ciudad De México 07530, México.","$4,650,000 MXN",1982,casa
140.0,361.0,5,3,0,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$9,000,000 MXN",1954,casa
45.0,45.0,2,1,0,"Paraje Zacatepec, Iztapalapa, Ciudad De México 09560, México.","$990,000 MXN",27,loseta
45.0,45.0,2,1,0,"San Lorenzo Tlaltenango, Miguel Hidalgo, Ciudad De México 11210, México.","$1,800,000 MXN",,departamento
551.0,340.0,9,8,8,"Campestre, Alvaro Obregón, Ciudad De México 01040, México.","$17,000,000 MXN",1957,irregular
95.5,83.5,2,2,1,"Centro De La Ciudad De México Area 1, Cuauhtémoc, Ciudad De México 06000, México.","$3,975,000 MXN",2007,regular
70.0,70.0,2,1,1,"Chinampac De Juárez, Iztapalapa, Ciudad De México 09208, México.","$1,560,000 MXN",1998,departamento
"1,331.9",911.0,4,5,4,"Santa Catarina, Coyoacán, Ciudad De México 04010, México.",A consultar,1912,regular
73.0,54.0,2,2,1,"Lorenzo Boturini, Venustiano Carranza, Ciudad De México 15820, México.","$2,600,000 MXN",2008,regular
289.0,565.0,12,,4,"Ticoman, Gustavo A. Madero, Ciudad De México 07330, México.","$6,900,000 MXN",1997,regular
160.0,160.0,2,2,2,"Polanco IV Sección, Miguel Hidalgo, Ciudad De México 11591, México.","$13,000,000 MXN",18,regular
209.0,277.0,4,2,1,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$8,560,000 MXN",50,Laminado
64.0,64.0,,,0,"Pedregal de Santa Ursula, Coyoacán, Ciudad De México 04600, México.","$2,940,000 MXN",2019,departamento
251.0,302.0,4,2,4,"Viaducto Piedad, Iztacalco, Ciudad De México 08200, México.","$5,990,000 MXN",1973,regular
63.0,63.0,3,1,0,"Lomas De Plateros, Alvaro Obregón, Ciudad De México 01480, México.","$1,499,000 MXN",1979,cerámico
174.8,174.8,2,2,3,"Polanco V Sección, Miguel Hidalgo, Ciudad De México 11560, México.","$22,400,000 MXN",2023,departamento
996.2,390.0,4,2,6,"La Concepción, La Magdalena Contreras, Ciudad De México 10830, México.","$11,900,000 MXN",1983,regular
532.0,452.0,6,3,2,"Santo Tomás Ajusco, Tlalpan, Ciudad De México 14710, México.","$6,000,000 MXN",1984,casa
292.0,363.0,4,3,6,"Polanco Chapultepec, Miguel Hidalgo, Ciudad De México 11560, México.","$29,950,000 MXN",1972,regular
770.0,566.1,5,5,5,"San Angel, Alvaro Obregón, Ciudad De México 01000, México.","$38,500,000 MXN",60,casa
51.0,68.0,2,1,1,"Magisterial, Tlalpan, Ciudad De México 14360, México.","$1,995,000 MXN",1990,departamento
"1,888.0",250.0,2,3,5,"San Andrés Totoltepec, Tlalpan, Ciudad De México 14400, México.","$6,000,000 MXN",2002,irregular
194.0,269.0,3,3,3,"Cafetales, Coyoacán, Ciudad De México 04918, México.","$6,900,000 MXN",1991,casa
262.0,249.0,4,2,3,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$9,500,000 MXN",1979,Loseta
99.0,206.0,3,2,1,"Desarrollo Urbano Quetzalcóatl, Iztapalapa, Ciudad De México 09700, México.","$2,000,000 MXN",2000,regular
109.0,109.0,2,2,1,"Actipan, Benito Juárez, Ciudad De México 03230, México.","$4,250,000 MXN",2006,departamento
229.2,229.2,3,3,2,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$9,400,000 MXN",2023,departamento
89.6,84.7,3,2,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$4,650,000 MXN",2023,departamento
96.0,96.0,3,2,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$4,890,000 MXN",2023,departamento
