,,CATALOGO DE COLONIAS DEL ESTADO DE DISTRITO FEDERAL,CATALOGO DE COLONIAS ,,,,,,,,
,,,,,,,,,,,
,ID,ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE DEL MUNICIPIO,SECCION,TIPO DE SECCION,TIPO DE COLONIA,NOMBRE DE LA COLONIA,CP,CONTROL
,501,9,16,10,ALVARO OBREGON,3267,URBANO(A),COLONIA,LOMAS DE BECERRA,1279,527
,188,9,16,10,ALVARO OBREGON,3267,URBANO(A),COLONIA,PREDIO EL CHARRO,1270,3748
,667,9,16,10,ALVARO OBREGON,3268,URBANO(A),COLONIA,CALZADA JALALPA,1260,699
,671,9,16,10,ALVARO OBREGON,3268,URBANO(A),COLONIA,JALALPA,1296,703
,2218,9,16,10,ALVARO OBREGON,3268,URBANO(A),AMPLIACION,LA CAÑADA,1260,2376
,667,9,16,10,ALVARO OBREGON,3269,URBANO(A),COLONIA,CALZADA JALALPA,1260,699
,2218,9,16,10,ALVARO OBREGON,3269,URBANO(A),AMPLIACION,LA CAÑADA,1260,2376
,674,9,16,10,ALVARO OBREGON,3269,URBANO(A),COLONIA,LA CAÑADA 1RA SECCION,1269,706
,2217,9,16,10,ALVARO OBREGON,3269,URBANO(A),COLONIA,LA CAÑADA 2DA SECCION,1260,2375
,2216,9,16,10,ALVARO OBREGON,3269,URBANO(A),COLONIA,LA CEBADA,1260,2374
,1778,9,16,10,ALVARO OBREGON,3269,URBANO(A),COLONIA,LA PALMITA,1260,1896
,667,9,16,10,ALVARO OBREGON,3270,URBANO(A),COLONIA,CALZADA JALALPA,1260,699
,671,9,16,10,ALVARO OBREGON,3270,URBANO(A),COLONIA,JALALPA,1296,703
,2218,9,16,10,ALVARO OBREGON,3270,URBANO(A),AMPLIACION,LA CAÑADA,1260,2376
,674,9,16,10,ALVARO OBREGON,3270,URBANO(A),COLONIA,LA CAÑADA 1RA SECCION,1269,706
,2209,9,16,10,ALVARO OBREGON,3271,URBANO(A),COLONIA,LIBERACION PROLETARIA,1260,2367
,671,9,16,10,ALVARO OBREGON,3272,URBANO(A),COLONIA,JALALPA,1296,703
,2208,9,16,10,ALVARO OBREGON,3272,URBANO(A),AMPLIACION,LA CEBADA,1260,2366
,100,9,16,10,ALVARO OBREGON,3272,URBANO(A),COLONIA,LA CEBADITA,1260,3660
,659,9,16,10,ALVARO OBREGON,3272,URBANO(A),COLONIA,LA MEXICANA,1260,691
,2209,9,16,10,ALVARO OBREGON,3272,URBANO(A),COLONIA,LIBERACION PROLETARIA,1260,2367
,2208,9,16,10,ALVARO OBREGON,3273,URBANO(A),AMPLIACION,LA CEBADA,1260,2366
,659,9,16,10,ALVARO OBREGON,3273,URBANO(A),COLONIA,LA MEXICANA,1260,691
,2199,9,16,10,ALVARO OBREGON,3274,URBANO(A),COLONIA,EL ARBOL,1250,2357
,2200,9,16,10,ALVARO OBREGON,3274,URBANO(A),COLONIA,LADERA GRANDE O LA CEBADITA,1250,2358
,700,9,16,10,ALVARO OBREGON,3274,URBANO(A),COLONIA,PUEBLO NUEVO,1240,733
,1684,9,16,10,ALVARO OBREGON,3274,URBANO(A),COLONIA,TECOLALCO,1250,1794
,2201,9,16,10,ALVARO OBREGON,3275,URBANO(A),COLONIA,CAMPO DE TIRO LOS GAMITOS,1230,2359
,2200,9,16,10,ALVARO OBREGON,3275,URBANO(A),COLONIA,LADERA GRANDE O LA CEBADITA,1250,2358
,700,9,16,10,ALVARO OBREGON,3275,URBANO(A),COLONIA,PUEBLO NUEVO,1240,733
,1684,9,16,10,ALVARO OBREGON,3275,URBANO(A),COLONIA,TECOLALCO,1250,1794
,696,9,16,10,ALVARO OBREGON,3276,URBANO(A),COLONIA,EL PIRUL,1520,729
,2198,9,16,10,ALVARO OBREGON,3276,URBANO(A),COLONIA,LA HUERTA,1230,2356
,2203,9,16,10,ALVARO OBREGON,3276,URBANO(A),COLONIA,LOS GAMITOS,1230,2361
,700,9,16,10,ALVARO OBREGON,3276,URBANO(A),COLONIA,PUEBLO NUEVO,1240,733
,1684,9,16,10,ALVARO OBREGON,3276,URBANO(A),COLONIA,TECOLALCO,1250,1794
,690,9,16,10,ALVARO OBREGON,3277,URBANO(A),COLONIA,GRAL ANTONIO ROSALES,1230,723
,693,9,16,10,ALVARO OBREGON,3277,URBANO(A),COLONIA,TLAPECHICO,1230,726
,1788,9,16,10,ALVARO OBREGON,3278,URBANO(A),COLONIA,JALALPA TEPITO 2A AMPL,1296,1906
,1788,9,16,10,ALVARO OBREGON,3279,URBANO(A),COLONIA,JALALPA TEPITO 2A AMPL,1296,1906
,671,9,16,10,ALVARO OBREGON,3280,URBANO(A),COLONIA,JALALPA,1296,703
,671,9,16,10,ALVARO OBREGON,3281,URBANO(A),COLONIA,JALALPA,1296,703
,671,9,16,10,ALVARO OBREGON,3282,URBANO(A),COLONIA,JALALPA,1296,703
,667,9,16,10,ALVARO OBREGON,3283,URBANO(A),COLONIA,CALZADA JALALPA,1260,699
,671,9,16,10,ALVARO OBREGON,3283,URBANO(A),COLONIA,JALALPA,1296,703
,667,9,16,10,ALVARO OBREGON,3284,URBANO(A),COLONIA,CALZADA JALALPA,1260,699
,513,9,16,10,ALVARO OBREGON,3285,URBANO(A),COLONIA,DESARROLLO URBANO,1290,539
,510,9,16,10,ALVARO OBREGON,3285,URBANO(A),COLONIA,VILLA SOLIDARIDAD,1290,536
,513,9,16,10,ALVARO OBREGON,3286,URBANO(A),COLONIA,DESARROLLO URBANO,1290,539
,511,9,16,10,ALVARO OBREGON,3286,URBANO(A),COLONIA,TEJOCOTE,1270,537
,510,9,16,10,ALVARO OBREGON,3286,URBANO(A),COLONIA,VILLA SOLIDARIDAD,1290,536
,513,9,16,10,ALVARO OBREGON,3287,URBANO(A),COLONIA,DESARROLLO URBANO,1290,539
,512,9,16,10,ALVARO OBREGON,3287,URBANO(A),UNIDAD HABITACIONAL,EL PIRU,1520,538
,514,9,16,10,ALVARO OBREGON,3287,URBANO(A),COLONIA,PRESIDENTES,1290,540
,509,9,16,10,ALVARO OBREGON,3288,URBANO(A),COLONIA,LA PRESA SECCION HORNOS,1270,535
,508,9,16,10,ALVARO OBREGON,3288,URBANO(A),COLONIA,LOMAS DE CAPULA,1270,534
,511,9,16,10,ALVARO OBREGON,3288,URBANO(A),COLONIA,TEJOCOTE,1270,537
,500,9,16,10,ALVARO OBREGON,3289,URBANO(A),COLONIA,EL POCITO,1280,526
,499,9,16,10,ALVARO OBREGON,3289,URBANO(A),COLONIA,LA JOYA,1280,525
,507,9,16,10,ALVARO OBREGON,3289,URBANO(A),COLONIA,LA PRESA,1270,533
,501,9,16,10,ALVARO OBREGON,3289,URBANO(A),COLONIA,LOMAS DE BECERRA,1279,527
,508,9,16,10,ALVARO OBREGON,3289,URBANO(A),COLONIA,LOMAS DE CAPULA,1270,534
,409,9,16,10,ALVARO OBREGON,3290,URBANO(A),COLONIA,FRANCISCO VILLA (LAS BUTACAS),1280,423
,499,9,16,10,ALVARO OBREGON,3290,URBANO(A),COLONIA,LA JOYA,1280,525
,504,9,16,10,ALVARO OBREGON,3291,URBANO(A),COLONIA,ARVIDE,1280,530
,409,9,16,10,ALVARO OBREGON,3291,URBANO(A),COLONIA,FRANCISCO VILLA (LAS BUTACAS),1280,423
,504,9,16,10,ALVARO OBREGON,3292,URBANO(A),COLONIA,ARVIDE,1280,530
,409,9,16,10,ALVARO OBREGON,3292,URBANO(A),COLONIA,FRANCISCO VILLA (LAS BUTACAS),1280,423
,408,9,16,10,ALVARO OBREGON,3293,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE BECERRA,1280,422
,402,9,16,10,ALVARO OBREGON,3294,URBANO(A),COLONIA,1RA VICTORIA SECCION BOSQUES,1160,416
,407,9,16,10,ALVARO OBREGON,3294,URBANO(A),COLONIA,CAROLA,1180,421
,408,9,16,10,ALVARO OBREGON,3294,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE BECERRA,1280,422
,407,9,16,10,ALVARO OBREGON,3295,URBANO(A),COLONIA,CAROLA,1180,421
,219,9,16,10,ALVARO OBREGON,3295,URBANO(A),CONJUNTO HABITACIONAL,CAROLA,1180,3779
,2248,9,16,10,ALVARO OBREGON,3295,URBANO(A),CONJUNTO HABITACIONAL,PARQUE SAN ANTONIO,1180,2412
,516,9,16,10,ALVARO OBREGON,3295,URBANO(A),COLONIA,SACRAMENTO,1420,542
,406,9,16,10,ALVARO OBREGON,3295,URBANO(A),COLONIA,SAN PEDRO DE LOS PINOS,1180,420
,736,9,16,10,ALVARO OBREGON,3295,URBANO(A),UNIDAD HABITACIONAL,TORRES SAN ANTONIO,1180,769
,504,9,16,10,ALVARO OBREGON,3296,URBANO(A),COLONIA,ARVIDE,1280,530
,502,9,16,10,ALVARO OBREGON,3296,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE BECERRA ARVIDE,1280,528
,503,9,16,10,ALVARO OBREGON,3296,URBANO(A),COLONIA,REACOMODO EL CUERNITO,1280,529
,503,9,16,10,ALVARO OBREGON,3297,URBANO(A),COLONIA,REACOMODO EL CUERNITO,1280,529
,504,9,16,10,ALVARO OBREGON,3298,URBANO(A),COLONIA,ARVIDE,1280,530
,518,9,16,10,ALVARO OBREGON,3298,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,500,9,16,10,ALVARO OBREGON,3298,URBANO(A),COLONIA,EL POCITO,1280,526
,505,9,16,10,ALVARO OBREGON,3298,URBANO(A),COLONIA,EL RODEO,1285,531
,507,9,16,10,ALVARO OBREGON,3298,URBANO(A),COLONIA,LA PRESA,1270,533
,506,9,16,10,ALVARO OBREGON,3298,URBANO(A),COLONIA,LAS GOLONDRINAS 1RA SECCION,1270,532
,507,9,16,10,ALVARO OBREGON,3299,URBANO(A),COLONIA,LA PRESA,1270,533
,519,9,16,10,ALVARO OBREGON,3299,URBANO(A),COLONIA,LAS GOLONDRINAS,1270,545
,506,9,16,10,ALVARO OBREGON,3299,URBANO(A),COLONIA,LAS GOLONDRINAS 1RA SECCION,1270,532
,506,9,16,10,ALVARO OBREGON,3300,URBANO(A),COLONIA,LAS GOLONDRINAS 1RA SECCION,1270,532
,508,9,16,10,ALVARO OBREGON,3300,URBANO(A),COLONIA,LOMAS DE CAPULA,1270,534
,519,9,16,10,ALVARO OBREGON,3301,URBANO(A),COLONIA,LAS GOLONDRINAS,1270,545
,508,9,16,10,ALVARO OBREGON,3301,URBANO(A),COLONIA,LOMAS DE CAPULA,1270,534
,519,9,16,10,ALVARO OBREGON,3302,URBANO(A),COLONIA,LAS GOLONDRINAS,1270,545
,508,9,16,10,ALVARO OBREGON,3302,URBANO(A),COLONIA,LOMAS DE CAPULA,1270,534
,514,9,16,10,ALVARO OBREGON,3303,URBANO(A),COLONIA,PRESIDENTES,1290,540
,517,9,16,10,ALVARO OBREGON,3304,URBANO(A),COLONIA,MINAS DE CRISTO,1419,543
,531,9,16,10,ALVARO OBREGON,3304,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,516,9,16,10,ALVARO OBREGON,3304,URBANO(A),COLONIA,SACRAMENTO,1420,542
,517,9,16,10,ALVARO OBREGON,3305,URBANO(A),COLONIA,MINAS DE CRISTO,1419,543
,531,9,16,10,ALVARO OBREGON,3305,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,518,9,16,10,ALVARO OBREGON,3306,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,518,9,16,10,ALVARO OBREGON,3307,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,518,9,16,10,ALVARO OBREGON,3308,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,518,9,16,10,ALVARO OBREGON,3309,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,519,9,16,10,ALVARO OBREGON,3309,URBANO(A),COLONIA,LAS GOLONDRINAS,1270,545
,529,9,16,10,ALVARO OBREGON,3309,URBANO(A),COLONIA,LAS PALMAS,1410,556
,519,9,16,10,ALVARO OBREGON,3310,URBANO(A),COLONIA,LAS GOLONDRINAS,1270,545
,520,9,16,10,ALVARO OBREGON,3310,URBANO(A),COLONIA,LAS GOLONDRINAS 2DA SECCION,1270,546
,508,9,16,10,ALVARO OBREGON,3310,URBANO(A),COLONIA,LOMAS DE CAPULA,1270,534
,520,9,16,10,ALVARO OBREGON,3311,URBANO(A),COLONIA,LAS GOLONDRINAS 2DA SECCION,1270,546
,508,9,16,10,ALVARO OBREGON,3311,URBANO(A),COLONIA,LOMAS DE CAPULA,1270,534
,521,9,16,10,ALVARO OBREGON,3311,URBANO(A),COLONIA,PILOTO (ADOLFO LOPEZ MATEOS),1298,547
,514,9,16,10,ALVARO OBREGON,3311,URBANO(A),COLONIA,PRESIDENTES,1290,540
,514,9,16,10,ALVARO OBREGON,3312,URBANO(A),COLONIA,PRESIDENTES,1290,540
,521,9,16,10,ALVARO OBREGON,3313,URBANO(A),COLONIA,PILOTO (ADOLFO LOPEZ MATEOS),1298,547
,514,9,16,10,ALVARO OBREGON,3313,URBANO(A),COLONIA,PRESIDENTES,1290,540
,514,9,16,10,ALVARO OBREGON,3314,URBANO(A),COLONIA,PRESIDENTES,1290,540
,514,9,16,10,ALVARO OBREGON,3315,URBANO(A),COLONIA,PRESIDENTES,1290,540
,522,9,16,10,ALVARO OBREGON,3315,URBANO(A),COLONIA,PRESIDENTES 2DA AMPL,1299,548
,2090,9,16,10,ALVARO OBREGON,3316,URBANO(A),COLONIA,PILOTO (A L MATEOS),1290,2236
,1788,9,16,10,ALVARO OBREGON,3317,URBANO(A),COLONIA,JALALPA TEPITO 2A AMPL,1296,1906
,2090,9,16,10,ALVARO OBREGON,3317,URBANO(A),COLONIA,PILOTO (A L MATEOS),1290,2236
,467,9,16,10,ALVARO OBREGON,3318,URBANO(A),COLONIA,JALALPA EL GRANDE,1377,481
,1788,9,16,10,ALVARO OBREGON,3319,URBANO(A),COLONIA,JALALPA TEPITO 2A AMPL,1296,1906
,2090,9,16,10,ALVARO OBREGON,3320,URBANO(A),COLONIA,PILOTO (A L MATEOS),1290,2236
,2090,9,16,10,ALVARO OBREGON,3321,URBANO(A),COLONIA,PILOTO (A L MATEOS),1290,2236
,522,9,16,10,ALVARO OBREGON,3321,URBANO(A),COLONIA,PRESIDENTES 2DA AMPL,1299,548
,514,9,16,10,ALVARO OBREGON,3322,URBANO(A),COLONIA,PRESIDENTES,1290,540
,522,9,16,10,ALVARO OBREGON,3322,URBANO(A),COLONIA,PRESIDENTES 2DA AMPL,1299,548
,521,9,16,10,ALVARO OBREGON,3323,URBANO(A),COLONIA,PILOTO (ADOLFO LOPEZ MATEOS),1298,547
,514,9,16,10,ALVARO OBREGON,3323,URBANO(A),COLONIA,PRESIDENTES,1290,540
,519,9,16,10,ALVARO OBREGON,3324,URBANO(A),COLONIA,LAS GOLONDRINAS,1270,545
,520,9,16,10,ALVARO OBREGON,3324,URBANO(A),COLONIA,LAS GOLONDRINAS 2DA SECCION,1270,546
,529,9,16,10,ALVARO OBREGON,3325,URBANO(A),COLONIA,LAS PALMAS,1410,556
,528,9,16,10,ALVARO OBREGON,3325,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,529,9,16,10,ALVARO OBREGON,3326,URBANO(A),COLONIA,LAS PALMAS,1410,556
,518,9,16,10,ALVARO OBREGON,3327,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,529,9,16,10,ALVARO OBREGON,3327,URBANO(A),COLONIA,LAS PALMAS,1410,556
,531,9,16,10,ALVARO OBREGON,3327,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,518,9,16,10,ALVARO OBREGON,3328,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,531,9,16,10,ALVARO OBREGON,3328,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,518,9,16,10,ALVARO OBREGON,3329,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,531,9,16,10,ALVARO OBREGON,3329,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,518,9,16,10,ALVARO OBREGON,3330,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,518,9,16,10,ALVARO OBREGON,3331,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,518,9,16,10,ALVARO OBREGON,3332,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,531,9,16,10,ALVARO OBREGON,3332,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,531,9,16,10,ALVARO OBREGON,3333,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,531,9,16,10,ALVARO OBREGON,3334,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,531,9,16,10,ALVARO OBREGON,3335,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,531,9,16,10,ALVARO OBREGON,3336,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,531,9,16,10,ALVARO OBREGON,3337,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,530,9,16,10,ALVARO OBREGON,3337,URBANO(A),COLONIA,PRECONCRETO,1400,557
,530,9,16,10,ALVARO OBREGON,3338,URBANO(A),COLONIA,PRECONCRETO,1400,557
,529,9,16,10,ALVARO OBREGON,3339,URBANO(A),COLONIA,LAS PALMAS,1410,556
,528,9,16,10,ALVARO OBREGON,3339,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,528,9,16,10,ALVARO OBREGON,3340,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,528,9,16,10,ALVARO OBREGON,3341,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,531,9,16,10,ALVARO OBREGON,3342,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,531,9,16,10,ALVARO OBREGON,3343,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,530,9,16,10,ALVARO OBREGON,3343,URBANO(A),COLONIA,PRECONCRETO,1400,557
,528,9,16,10,ALVARO OBREGON,3344,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,530,9,16,10,ALVARO OBREGON,3344,URBANO(A),COLONIA,PRECONCRETO,1400,557
,528,9,16,10,ALVARO OBREGON,3345,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,528,9,16,10,ALVARO OBREGON,3346,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,528,9,16,10,ALVARO OBREGON,3347,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,528,9,16,10,ALVARO OBREGON,3348,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,528,9,16,10,ALVARO OBREGON,3349,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,528,9,16,10,ALVARO OBREGON,3350,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,523,9,16,10,ALVARO OBREGON,3351,URBANO(A),COLONIA,GALEANA,1407,549
,528,9,16,10,ALVARO OBREGON,3351,URBANO(A),COLONIA,OLIVAR DEL CONDE 2DA SECCION,1408,555
,521,9,16,10,ALVARO OBREGON,3352,URBANO(A),COLONIA,PILOTO (ADOLFO LOPEZ MATEOS),1298,547
,522,9,16,10,ALVARO OBREGON,3352,URBANO(A),COLONIA,PRESIDENTES 2DA AMPL,1299,548
,2071,9,16,10,ALVARO OBREGON,3353,URBANO(A),COLONIA,COLINAS DEL SUR,1430,2217
,2071,9,16,10,ALVARO OBREGON,3354,URBANO(A),COLONIA,COLINAS DEL SUR,1430,2217
,521,9,16,10,ALVARO OBREGON,3354,URBANO(A),COLONIA,PILOTO (ADOLFO LOPEZ MATEOS),1298,547
,2090,9,16,10,ALVARO OBREGON,3355,URBANO(A),COLONIA,PILOTO (A L MATEOS),1290,2236
,2123,9,16,10,ALVARO OBREGON,3356,URBANO(A),COLONIA,GARCIMARRERO NORTE,1510,2274
,2090,9,16,10,ALVARO OBREGON,3356,URBANO(A),COLONIA,PILOTO (A L MATEOS),1290,2236
,2090,9,16,10,ALVARO OBREGON,3357,URBANO(A),COLONIA,PILOTO (A L MATEOS),1290,2236
,2123,9,16,10,ALVARO OBREGON,3358,URBANO(A),COLONIA,GARCIMARRERO NORTE,1510,2274
,467,9,16,10,ALVARO OBREGON,3359,URBANO(A),COLONIA,JALALPA EL GRANDE,1377,481
,687,9,16,10,ALVARO OBREGON,3360,URBANO(A),COLONIA,BEJERO DEL PUEBLO SANTA FE,1340,720
,1921,9,16,10,ALVARO OBREGON,3360,URBANO(A),COLONIA,CARLOS A MADRAZO,1320,2049
,177,9,16,10,ALVARO OBREGON,3360,URBANO(A),COLONIA,GRAL VALENTIN GOMEZ FARIAS,1210,3737
,1956,9,16,10,ALVARO OBREGON,3360,URBANO(A),COLONIA,LA LOMA (LA LOMA SANTA FE),1260,2089
,2017,9,16,10,ALVARO OBREGON,3360,URBANO(A),COLONIA,LOMAS DE SANTA FE,1340,2156
,488,9,16,10,ALVARO OBREGON,3362,URBANO(A),COLONIA,JALALPA EL GRANDE,1377,513
,467,9,16,10,ALVARO OBREGON,3363,URBANO(A),COLONIA,JALALPA EL GRANDE,1377,481
,467,9,16,10,ALVARO OBREGON,3364,URBANO(A),COLONIA,JALALPA EL GRANDE,1377,481
,2124,9,16,10,ALVARO OBREGON,3372,URBANO(A),COLONIA,ESTADO DE HIDALGO,1290,2275
,2123,9,16,10,ALVARO OBREGON,3372,URBANO(A),COLONIA,GARCIMARRERO NORTE,1510,2274
,482,9,16,10,ALVARO OBREGON,3372,URBANO(A),UNIDAD HABITACIONAL,RESIDENCIAL DEL SUR,1530,500
,517,9,16,10,ALVARO OBREGON,3399,URBANO(A),COLONIA,MINAS DE CRISTO,1419,543
,518,9,16,10,ALVARO OBREGON,3400,URBANO(A),COLONIA,BARRIO NORTE,1410,544
,659,9,16,10,ALVARO OBREGON,3401,URBANO(A),COLONIA,LA MEXICANA,1260,691
,659,9,16,10,ALVARO OBREGON,3402,URBANO(A),COLONIA,LA MEXICANA,1260,691
,2209,9,16,10,ALVARO OBREGON,3402,URBANO(A),COLONIA,LIBERACION PROLETARIA,1260,2367
,515,9,16,10,ALVARO OBREGON,3403,URBANO(A),BARRIO,SANTA MARIA NONOALCO,1420,541
,515,9,16,10,ALVARO OBREGON,3404,URBANO(A),BARRIO,SANTA MARIA NONOALCO,1420,541
,515,9,16,10,ALVARO OBREGON,3405,URBANO(A),BARRIO,SANTA MARIA NONOALCO,1420,541
,515,9,16,10,ALVARO OBREGON,3406,URBANO(A),BARRIO,SANTA MARIA NONOALCO,1420,541
,532,9,16,10,ALVARO OBREGON,3407,URBANO(A),COLONIA,ALFONSO XIII,1460,559
,532,9,16,10,ALVARO OBREGON,3408,URBANO(A),COLONIA,ALFONSO XIII,1460,559
,532,9,16,10,ALVARO OBREGON,3409,URBANO(A),COLONIA,ALFONSO XIII,1460,559
,534,9,16,10,ALVARO OBREGON,3410,URBANO(A),BARRIO,ALFALFAR,1470,561
,532,9,16,10,ALVARO OBREGON,3410,URBANO(A),COLONIA,ALFONSO XIII,1460,559
,737,9,16,10,ALVARO OBREGON,3410,URBANO(A),UNIDAD HABITACIONAL,BENVENUTO CELLINI,1460,770
,534,9,16,10,ALVARO OBREGON,3411,URBANO(A),BARRIO,ALFALFAR,1470,561
,533,9,16,10,ALVARO OBREGON,3411,URBANO(A),COLONIA,MOLINO DE ROSAS,1470,560
,531,9,16,10,ALVARO OBREGON,3412,URBANO(A),COLONIA,OLIVAR DEL CONDE 1RA SECCION,1400,558
,534,9,16,10,ALVARO OBREGON,3413,URBANO(A),BARRIO,ALFALFAR,1470,561
,533,9,16,10,ALVARO OBREGON,3413,URBANO(A),COLONIA,MOLINO DE ROSAS,1470,560
,533,9,16,10,ALVARO OBREGON,3414,URBANO(A),COLONIA,MOLINO DE ROSAS,1470,560
,534,9,16,10,ALVARO OBREGON,3415,URBANO(A),BARRIO,ALFALFAR,1470,561
,533,9,16,10,ALVARO OBREGON,3415,URBANO(A),COLONIA,MOLINO DE ROSAS,1470,560
,532,9,16,10,ALVARO OBREGON,3416,URBANO(A),COLONIA,ALFONSO XIII,1460,559
,533,9,16,10,ALVARO OBREGON,3416,URBANO(A),COLONIA,MOLINO DE ROSAS,1470,560
,532,9,16,10,ALVARO OBREGON,3417,URBANO(A),COLONIA,ALFONSO XIII,1460,559
,533,9,16,10,ALVARO OBREGON,3417,URBANO(A),COLONIA,MOLINO DE ROSAS,1470,560
,533,9,16,10,ALVARO OBREGON,3418,URBANO(A),COLONIA,MOLINO DE ROSAS,1470,560
,532,9,16,10,ALVARO OBREGON,3419,URBANO(A),COLONIA,ALFONSO XIII,1460,559
,533,9,16,10,ALVARO OBREGON,3419,URBANO(A),COLONIA,MOLINO DE ROSAS,1470,560
,837,9,16,10,ALVARO OBREGON,3420,URBANO(A),UNIDAD HABITACIONAL,TORRES DE MIXCOAC,1490,875
,834,9,16,10,ALVARO OBREGON,3421,URBANO(A),COLONIA,LA CASCADA,1490,872
,836,9,16,10,ALVARO OBREGON,3421,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,836,9,16,10,ALVARO OBREGON,3422,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,832,9,16,10,ALVARO OBREGON,3423,URBANO(A),AMPLIACION,MOLINO DE ROSAS,1470,870
,833,9,16,10,ALVARO OBREGON,3424,URBANO(A),AMPLIACION,LA CASCADA,1490,871
,836,9,16,10,ALVARO OBREGON,3424,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,834,9,16,10,ALVARO OBREGON,3425,URBANO(A),COLONIA,LA CASCADA,1490,872
,836,9,16,10,ALVARO OBREGON,3425,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,836,9,16,10,ALVARO OBREGON,3426,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,836,9,16,10,ALVARO OBREGON,3427,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,836,9,16,10,ALVARO OBREGON,3428,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,836,9,16,10,ALVARO OBREGON,3429,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,837,9,16,10,ALVARO OBREGON,3429,URBANO(A),UNIDAD HABITACIONAL,TORRES DE MIXCOAC,1490,875
,836,9,16,10,ALVARO OBREGON,3433,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,838,9,16,10,ALVARO OBREGON,3433,URBANO(A),COLONIA,MERCED GOMEZ,1600,876
,836,9,16,10,ALVARO OBREGON,3434,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,838,9,16,10,ALVARO OBREGON,3434,URBANO(A),COLONIA,MERCED GOMEZ,1600,876
,836,9,16,10,ALVARO OBREGON,3435,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,836,9,16,10,ALVARO OBREGON,3436,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,836,9,16,10,ALVARO OBREGON,3437,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
,836,9,16,10,ALVARO OBREGON,3438,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE PLATEROS,1480,874
